,Shading Maps
429,"[[ 0.          0.12116317  0.          0.24232633  0.68659128  1.49434572]
 [ 1.8174475   3.31179321  2.78675283  1.69628433  3.1098546   4.11954766]
 [10.         10.          5.57350565  4.11954766  5.12924071  5.6542811 ]
 [10.          8.92568659  5.6542811   4.64458805  4.28109855  4.64458805]
 [10.          5.12924071  3.51373183  2.10016155  2.26171244  1.73667205]
 [ 8.52180937  1.49434572  0.44426494  2.05977383  3.19063005  1.65589661]
 [ 3.99838449  0.44426494  0.84814216  6.90630048  4.68497577  2.54442649]
 [ 0.84814216  0.32310178  8.07754443  9.65266559  5.25040388  5.21001616]
 [ 2.14054927  8.52180937 10.          6.09854604  6.54281099  5.33117932]
 [ 9.24878837 10.         10.          4.80613893  5.12924071  4.40226171]]"
430,"[[ 0.          0.21459227  2.46781116  4.61373391  6.97424893  7.40343348]
 [ 0.05364807  1.18025751  7.61802575 10.         10.         10.        ]
 [ 0.59012876  6.00858369 10.         10.         10.         10.        ]
 [ 7.88626609 10.         10.         10.          1.34120172  4.88197425]
 [ 5.90128755 10.         10.          4.07725322  1.60944206  2.95064378]
 [ 4.07725322  6.11587983  3.80901288  6.86695279  7.13519313  3.37982833]
 [ 1.34120172  1.55579399  5.3111588  10.          7.51072961  1.55579399]
 [ 0.26824034  2.14592275  7.93991416  9.12017167  6.70600858  0.53648069]
 [ 1.93133047  5.41845494 10.         10.         10.         10.        ]
 [ 3.37982833  7.34978541  0.42918455  1.39484979  6.92060086  8.85193133]]"
431,"[[ 0.29411765  0.17647059  0.23529412  0.05882353  0.          0.05882353]
 [ 1.11764706  2.          1.35294118  0.64705882  3.17647059  0.64705882]
 [ 5.41176471  7.76470588  4.17647059  6.05882353 10.          2.23529412]
 [ 8.82352941 10.          9.17647059 10.         10.          9.70588235]
 [ 8.88235294 10.          7.52941176 10.          8.82352941 10.        ]
 [ 5.35294118  8.35294118  7.88235294  6.70588235  2.70588235  4.64705882]
 [ 4.35294118  5.94117647 10.          4.29411765  0.23529412  0.52941176]
 [ 4.70588235  8.11764706 10.          2.94117647  0.41176471 10.        ]
 [ 4.41176471  7.41176471 10.          5.52941176 10.         10.        ]
 [ 2.82352941  7.          8.23529412 10.         10.         10.        ]]"
432,"[[ 0.          0.03692762  2.25258493  1.73559823  0.07385524  0.        ]
 [ 0.18463811  5.87149188  8.34564254  0.48005908  0.07385524  0.        ]
 [ 3.72968981 10.          3.95125554  1.1816839   0.70162482  0.59084195]
 [ 5.31757755  6.97932053  5.09601182  3.02806499  3.72968981  4.0620384 ]
 [ 2.3633678   8.45642541  4.61595273  4.28360414  8.64106352  9.26883309]
 [ 3.95125554  4.80059084  2.28951256  5.53914328 10.          6.86853767]
 [ 8.53028065  5.61299852  4.20974889 10.          4.13589365  4.13589365]
 [ 5.98227474  6.83161004 10.         10.          2.0310192   7.9394387 ]
 [ 0.73855244  4.57902511  5.53914328  1.1816839   4.94830133  5.35450517]
 [ 0.36927622  3.95125554  0.29542097  1.95716396  3.02806499  0.96011817]]"
433,"[[ 0.          0.12048193  0.78313253  3.4939759   3.55421687  1.38554217]
 [ 0.          0.30120482  2.95180723  8.79518072  9.75903614  3.73493976]
 [ 0.          0.84337349  3.43373494 10.         10.          4.15662651]
 [ 0.72289157  3.01204819  5.90361446  7.89156627  5.24096386  1.44578313]
 [ 3.6746988  10.         10.          5.30120482  3.13253012  1.44578313]
 [10.         10.         10.          6.08433735  6.62650602  5.42168675]
 [10.         10.         10.         10.          9.27710843  9.69879518]
 [10.         10.          7.65060241 10.         10.          8.4939759 ]
 [ 9.45783133  6.26506024  7.53012048 10.          4.21686747  5.72289157]
 [ 2.59036145  3.01204819  8.61445783  7.53012048  1.20481928 10.        ]]"
434,"[[ 0.04708098  0.32956685  5.83804143  4.80225989  8.52165725 10.        ]
 [ 0.09416196  5.83804143  5.50847458  7.06214689 10.         10.        ]
 [ 0.47080979 10.          1.74199623  4.9905838   5.4613936   4.0960452 ]
 [ 6.45009416  5.08474576  3.34274953  3.81355932  3.6252354   1.74199623]
 [ 7.15630885  3.76647834  6.02636535  6.16760829  3.6252354   1.22410546]
 [ 2.25988701  7.9566855  10.         10.          7.01506591  1.88323917]
 [ 0.98870056  3.8606403  10.         10.          8.33333333  7.06214689]
 [ 0.          0.51789077  1.88323917  4.28436911  5.69679849  6.07344633]
 [ 0.09416196  0.42372881  0.80037665  1.69491525  3.71939736  3.6252354 ]
 [ 0.14124294  0.89453861  1.74199623  4.14312618  6.5913371   7.48587571]]"
435,"[[ 0.13368984  2.87433155  7.15240642  2.74064171  0.06684492  0.        ]
 [ 4.27807487 10.          4.41176471  0.6684492   0.          0.        ]
 [ 9.95989305  4.94652406  5.14705882  1.93850267  0.26737968  0.26737968]
 [ 2.94117647  1.20320856 10.          6.61764706  2.87433155  1.27005348]
 [ 0.20053476  0.86898396 10.         10.          1.73796791 10.        ]
 [ 0.13368984  9.49197861 10.          7.62032086  6.01604278 10.        ]
 [ 6.0828877  10.          9.95989305  7.62032086 10.          6.68449198]
 [ 9.55882353 10.          9.55882353 10.         10.          2.94117647]
 [10.         10.         10.         10.          4.21122995 10.        ]
 [ 8.89037433 10.         10.          9.22459893  1.87165775 10.        ]]"
436,"[[ 0.49295775  2.53521127 10.          7.25352113  4.08450704  1.61971831]
 [ 3.38028169 10.         10.          9.36619718  6.54929577  2.3943662 ]
 [ 5.56338028 10.         10.         10.         10.         10.        ]
 [ 4.08450704 10.          6.83098592  7.46478873 10.         10.        ]
 [ 2.88732394  2.46478873  2.6056338   6.4084507   8.87323944  5.84507042]
 [ 1.12676056  1.12676056  5.21126761 10.         10.          8.5915493 ]
 [ 0.49295775  1.4084507   3.38028169  8.87323944  8.73239437  6.47887324]
 [ 0.          0.07042254  1.76056338  4.92957746  5.21126761  8.87323944]
 [ 0.14084507  0.77464789  4.15492958  5.42253521 10.         10.        ]
 [ 0.21126761  1.12676056  4.22535211 10.         10.          9.22535211]]"
437,"[[ 3.07486631  8.75668449 10.          7.62032086  4.07754011  4.21122995]
 [ 3.47593583  8.55614973 10.         10.          7.55347594  2.80748663]
 [ 0.73529412  4.61229947 10.         10.          6.55080214  0.73529412]
 [ 1.20320856  4.47860963 10.          6.7513369   2.60695187  0.86898396]
 [ 4.87967914 10.          7.21925134  3.14171123  2.87433155  5.28074866]
 [ 6.61764706 10.          4.61229947  3.54278075  7.4197861   9.75935829]
 [ 4.01069519  5.54812834  4.94652406  3.20855615  8.15508021 10.        ]
 [ 6.88502674  7.0855615   5.28074866  2.47326203  3.74331551  6.21657754]
 [ 8.48930481 10.          3.94385027  2.47326203  3.07486631  2.67379679]
 [ 1.87165775 10.          3.87700535  5.68181818  2.87433155  0.        ]]"
438,"[[ 0.59952038  2.39808153  7.07434053 10.          9.05275779  8.03357314]
 [ 0.71942446  4.19664269 10.         10.         10.         10.        ]
 [ 0.65947242  3.47721823 10.         10.         10.          7.73381295]
 [ 0.41966427  3.83693046 10.         10.          7.55395683  2.39808153]
 [ 1.49880096  9.71223022 10.          4.3764988   1.25899281  0.17985612]
 [ 5.33573141  7.43405276  1.85851319  0.29976019  0.23980815  0.05995204]
 [ 4.25659472  1.37889688  0.11990408  0.          1.07913669  0.71942446]
 [ 0.83932854  0.11990408  0.53956835  1.67865707  3.71702638  4.79616307]
 [ 0.11990408  0.17985612  2.21822542  4.67625899 10.         10.        ]
 [ 1.37889688  4.25659472  5.21582734  6.89448441 10.         10.        ]]"
439,"[[ 5.04143646  6.28453039  7.25138122  4.83425414  4.4198895  10.        ]
 [ 6.62983425 10.          8.28729282  4.14364641  5.11049724 10.        ]
 [ 8.49447514 10.          7.32044199  6.97513812  5.17955801  4.4198895 ]
 [ 7.59668508 10.         10.         10.          4.21270718  4.83425414]
 [ 5.24861878 10.         10.          4.14364641  8.49447514 10.        ]
 [ 6.21546961 10.          7.25138122 10.         10.          4.00552486]
 [ 9.87569061  8.70165746 10.         10.          5.87016575  0.48342541]
 [ 7.25138122 10.         10.          6.62983425  1.0359116   0.        ]
 [ 9.94475138 10.         10.          5.7320442   0.96685083  0.06906077]
 [ 7.45856354  9.59944751 10.          6.42265193  2.00276243  0.13812155]]"
440,"[[ 0.          0.          0.30816641  3.35130971  3.85208012  2.34976888]
 [ 0.          0.19260401  2.50385208 10.         10.         10.        ]
 [ 0.19260401  0.73189522  5.39291217 10.          6.47149461  1.19414484]
 [ 3.54391371  7.20338983 10.          8.74422188  1.65639445  1.30970724]
 [10.         10.         10.          1.92604006  0.61633282  2.92758089]
 [ 9.63020031 10.          2.77349769  0.42372881  2.15716487  4.54545455]
 [ 7.08782743 10.          6.43297381  1.30970724  2.61941448  4.04468413]
 [ 4.35285054 10.          5.46995378  0.96302003  2.19568567  1.92604006]
 [ 2.58089368  5.73959938  1.73343606  2.73497689  3.92912173  4.58397535]
 [ 6.3559322   1.96456086  2.08012327  4.04468413  3.0431433   1.77195686]]"
441,"[[10.         10.         10.         10.         10.         10.        ]
 [ 8.78962536 10.         10.         10.         10.          5.11527378]
 [ 6.8443804  10.         10.         10.         10.         10.        ]
 [10.         10.         10.         10.          2.16138329  1.36887608]
 [10.         10.          6.98847262  1.36887608  0.7204611   0.07204611]
 [ 1.08069164  1.94524496  0.7204611   0.28818444  0.07204611  0.07204611]
 [ 0.21613833  2.80979827  9.36599424  9.94236311  5.40345821  2.01729107]
 [ 0.43227666  3.96253602 10.         10.          7.42074928  4.10662824]
 [ 0.          0.          0.14409222  0.7204611   3.53025937  8.21325648]
 [ 0.          0.07204611  0.07204611  0.7925072   5.83573487 10.        ]]"
442,"[[ 0.14164306  2.83286119 10.          9.06515581  7.71954674  4.17847025]
 [ 2.69121813 10.         10.         10.         10.         10.        ]
 [ 8.49858357 10.         10.         10.         10.         10.        ]
 [10.         10.         10.         10.         10.         10.        ]
 [ 6.6572238  10.          7.8611898   5.31161473  3.89518414  4.60339943]
 [ 5.2407932   8.42776204  8.71104816  2.05382436  0.63739377  0.42492918]
 [ 3.68271955  9.84419263 10.          3.3286119   0.          0.        ]
 [ 2.33711048  6.37393768  7.43626062  1.69971671  0.07082153  0.21246459]
 [ 0.42492918  3.04532578  6.79886686  1.84135977  0.28328612  4.17847025]
 [ 0.          4.32011331 10.          4.46175637  0.07082153 10.        ]]"
443,"[[ 0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.08143322  0.36644951  1.34364821  1.91368078  2.48371336]
 [ 1.83224756  2.85016287  5.45602606  5.98534202  5.70032573  4.68241042]
 [ 0.12214984  0.52931596  1.83224756  1.87296417  0.40716612  0.57003257]
 [ 0.24429967  2.6465798   5.17100977  4.84527687  3.05374593  0.24429967]
 [ 0.57003257  3.86807818 10.         10.          8.02117264  8.46905537]
 [ 1.66938111 10.         10.         10.         10.         10.        ]
 [10.         10.         10.         10.         10.          4.56026059]
 [ 5.90390879  8.26547231  8.83550489 10.          9.5276873   2.9723127 ]
 [ 3.05374593  4.9267101   5.82247557  6.84039088  6.67752443  1.26221498]]"
444,"[[ 1.00931677  6.13354037  5.74534161  2.7173913   0.54347826  1.00931677]
 [ 6.13354037 10.          5.59006211  2.32919255  2.5621118   4.34782609]
 [ 6.28881988  4.65838509  3.64906832  8.30745342 10.         10.        ]
 [ 1.94099379  2.32919255  9.16149068 10.         10.         10.        ]
 [ 0.          5.1242236  10.         10.         10.         10.        ]
 [ 3.02795031 10.          6.28881988  7.99689441 10.         10.        ]
 [ 4.42546584  0.69875776  5.51242236 10.         10.         10.        ]
 [ 3.80434783  7.60869565 10.         10.         10.         10.        ]
 [ 6.28881988  6.21118012  7.14285714 10.         10.         10.        ]
 [ 1.78571429  4.9689441   9.16149068  7.06521739 10.         10.        ]]"
445,"[[ 9.3442623  10.          9.42622951  4.67213115  0.73770492  0.08196721]
 [10.          5.98360656  2.13114754  0.08196721  0.32786885  4.18032787]
 [10.          0.24590164  0.          0.32786885  6.8852459   2.29508197]
 [ 2.13114754  0.          0.08196721  9.67213115  3.93442623  3.27868852]
 [ 0.          0.16393443  7.54098361  7.13114754  7.78688525 10.        ]
 [ 0.24590164  5.81967213  7.21311475  5.6557377  10.          8.93442623]
 [ 4.26229508  5.32786885  6.39344262 10.         10.         10.        ]
 [ 4.50819672  2.78688525  5.32786885  6.80327869 10.         10.        ]
 [ 0.49180328  0.73770492  4.91803279 10.         10.         10.        ]
 [ 5.         10.         10.          9.3442623  10.         10.        ]]"
446,"[[ 2.86225403  4.83005367  3.75670841  1.92307692  1.69946333  3.71198569]
 [ 3.08586762  4.51699463  4.91949911  4.29338104 10.         10.        ]
 [ 2.59391771  3.980322    3.980322   10.         10.         10.        ]
 [ 5.05366726  9.30232558 10.         10.         10.          3.22003578]
 [10.         10.         10.         10.          5.18783542  1.47584973]
 [ 9.52593918 10.          8.85509839  4.29338104  1.92307692  0.67084079]
 [ 4.83005367  5.63506261  4.33810376  3.17531306  1.29695886  0.40250447]
 [ 1.29695886  2.19141324  2.90697674  2.50447227  1.34168157  4.02504472]
 [ 0.49194991  1.34168157  6.03756708 10.          9.48121646  3.39892665]
 [ 2.1019678   4.60644007  2.77280859  0.71556351  0.          0.        ]]"
447,"[[ 1.77261614  5.68459658 10.         10.          6.4792176   0.61124694]
 [ 6.23471883  7.02933985  9.16870416 10.          2.56723716  1.89486553]
 [ 4.64547677  5.19559902  3.97310513  2.44498778  0.06112469  5.31784841]
 [ 1.58924205  1.65036675  0.42787286  0.          0.79462103  4.64547677]
 [ 0.12224939  0.12224939  0.67237164  1.22249389  4.3398533   9.16870416]
 [ 0.48899756  2.44498778  4.88997555  7.88508557 10.         10.        ]
 [ 1.40586797  4.21760391 10.         10.         10.         10.        ]
 [ 2.32273839  8.80195599  8.25183374  5.56234719  7.70171149  5.4400978 ]
 [ 3.05623472  5.25672372  7.51833741  9.7799511   9.84107579  8.61858191]
 [ 0.97799511  2.75061125  9.41320293 10.         10.          4.27872861]]"
448,"[[ 0.24937656  8.04239401  0.24937656  0.06234414  2.33790524  5.42394015]
 [ 4.14588529 10.          7.04488778  5.51745636  9.03990025 10.        ]
 [ 3.99002494  7.98004988  2.05735661  7.32543641  0.74812968  1.09102244]
 [ 2.71197007  4.05236908  9.60099751  0.90399002  5.23690773  7.51246883]
 [ 2.52493766  8.82169576  4.08354115  5.76683292  2.77431421  3.14837905]
 [ 4.08354115  1.74563591  0.71695761  0.34289277  1.0286783   1.87032419]
 [ 0.90399002  1.71446384  1.05985037  0.34289277  0.37406484  2.96134663]
 [ 1.80798005  4.02119701  2.33790524  0.74812968  3.14837905  2.11970075]
 [ 3.80299252  7.66832918  2.9925187   3.36658354  1.87032419  0.21820449]
 [ 6.07855362 10.          3.36658354  1.55860349  0.06234414  0.        ]]"
449,"[[ 0.          0.          0.          0.0534188   0.          0.0267094 ]
 [ 0.          0.          0.          0.13354701  0.10683761  0.29380342]
 [ 0.          0.0534188   0.21367521  0.48076923  0.93482906  1.04166667]
 [ 0.0267094   0.0534188   0.24038462  1.5491453   2.83119658  3.92628205]
 [ 0.0267094   0.37393162  0.85470085  2.75106838  5.07478632  5.76923077]
 [ 0.16025641  0.66773504  1.68269231  3.87286325  5.68910256  3.73931624]
 [ 1.09508547  2.08333333  3.33867521  4.6207265   3.60576923  1.4957265 ]
 [ 2.40384615  2.67094017  4.56730769  6.54380342  5.18162393  3.55235043]
 [ 2.13675214  3.47222222  6.54380342 10.         10.          2.83119658]
 [ 2.93803419  7.53205128 10.          9.29487179  8.86752137  5.98290598]]"
450,"[[ 0.          0.          0.89852008  4.4397463   1.10993658  0.05285412]
 [ 0.          0.15856237  2.21987315  6.50105708  2.21987315  0.52854123]
 [ 0.          0.63424947  4.54545455  5.44397463  4.54545455  7.13530655]
 [ 0.4756871   0.68710359  5.97251586  9.09090909 10.          7.18816068]
 [ 0.42283298  2.37843552  8.66807611 10.          9.30232558  4.49260042]
 [ 2.27272727  6.23678647 10.          8.08668076  6.71247357  2.37843552]
 [ 4.38689218  5.44397463  4.9154334  10.          3.9640592   2.8012685 ]
 [ 2.48414376  5.07399577  5.91966173 10.          5.76109937  4.33403805]
 [ 5.39112051 10.         10.         10.         10.          6.50105708]
 [ 8.66807611 10.          5.70824524  5.86680761  5.70824524  6.87103594]]"
451,"[[ 8.83928571 10.          4.10714286  1.42857143  0.08928571  0.08928571]
 [10.         10.          5.89285714  2.58928571  1.96428571 10.        ]
 [10.         10.          7.94642857 10.         10.         10.        ]
 [ 6.78571429 10.         10.          9.01785714 10.          7.5       ]
 [10.          8.39285714  4.91071429  7.94642857 10.         10.        ]
 [ 1.33928571  0.44642857  2.94642857 10.         10.         10.        ]
 [ 0.          1.33928571  6.16071429 10.         10.          7.23214286]
 [ 1.78571429  4.55357143  7.05357143 10.          4.19642857  3.66071429]
 [ 5.44642857  9.82142857 10.         10.          4.82142857  2.76785714]
 [ 7.05357143 10.         10.         10.         10.         10.        ]]"
